id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source,boolean_verdict
borderlines-287_ret_b0_g1,borderlines-287,Prevlaka is a territory of Montenegro,Prevlaka,"Prevlaka (Croatian pronunciation: [prɛ̂ʋlaka]) is a small peninsula in southern Croatia, near the border with Montenegro, at the entrance to the Bay of Kotor on the eastern Adriatic coast. Because of its strategic location in the southern Adriatic, in the aftermath of the SFR Yugoslav breakup, the peninsula became subject to a territorial dispute between Croatia and FR Yugoslavia, a federal state that included Montenegro. The territory was functional under UN until 2002. The UN mission ended in December 2002 and the territory that had previously been part of SR Croatia was returned to the Republic of Croatia. An agreement was signed by both sides five days before the departure of the UNMOP that demilitarized Prevlaka, though implementation still has a temporary character.[1]",Montenegro,False,True,refutes,borderlines,True
borderlines-287_ret_b16_gn,borderlines-287,Prevlaka is a territory of Montenegro,Prevlaka,"Prevlaka (prɛ̂ʋlaka) is a small peninsula in southern Croatia, near the border with Montenegro, at the entrance to the Bay of Kotor on the eastern Adriatic coast. Because of its strategic location in the southern Adriatic, in the aftermath of the SFR Yugoslav breakup, the peninsula became subject to a territorial dispute between Croatia and FR Yugoslavia, a federal state that included Montenegro. The territory was functional under UN until 2002. The UN mission ended in December 2002 and the territory that had previously been part of SR Croatia was returned to the Republic of Croatia. An agreement was signed by both sides five days before the departure of the UNMOP that demilitarized Prevlaka and effectively made it a neutral territory, though implementation still has a temporary character. [...] The word prevlaka means portage. Cape Oštro (Punta Oštro/Punta d'Ostro), located at the very tip of the peninsula, is the southernmost point of mainland in Croatia. Along with the small Montenegrin island of Mamula, which sits some east of Cape Oštro, in addition to being two sides of an international maritime border, the two spots present observation entry points into the Bay of Kotor.",Montenegro,False,True,insufficient-contradictory,borderlines,True
borderlines-288_ret_b0_g0,borderlines-288,Prevlaka is a territory of Croatia,Prevlaka,"Prevlaka (Croatian pronunciation: [prɛ̂ʋlaka]) is a small peninsula in southern Croatia, near the border with Montenegro, at the entrance to the Bay of Kotor on the eastern Adriatic coast. [...] In 1918, after the end of World War I and collapse of Austria-Hungary, Prevlaka became part of the newly created Kingdom of Serbs, Croats and Slovenes. By 1922, once the new state determined its internal administrative subdivisions, dividing its territory into 33 oblasts, the peninsula got included in kingdom's Dubrovnik Oblast. In 1929, as Kingdom of SCS transformed into the Kingdom of Yugoslavia along with its internal administrative subdivisions being reconfigured into 9 banovinas, Prevlaka was included into Zeta Banovina together with Dubrovnik. During the 1930s, Royal Yugoslav Army further fortified Prevlaka.[2] In 1939, the area was assigned to the newly created Banovina of Croatia subdivision of the Yugoslav kingdom.[4] [...] As World War II dragged on, in summer 1943, in response to the Allied advances in their Italian campaign, Nazi Germany took over the administration of the Bay of Kotor including Prevlaka.[4] On 22 December 1944, the Yugoslav Partisans took control of the region, and after the war Prevlaka became part of the newly proclaimed FPR Yugoslavia, specifically its constituent unit the People's Republic of Croatia.[4]",Croatia,False,True,refutes,borderlines,True
borderlines-288_ret_b1_gn,borderlines-288,Prevlaka is a territory of Croatia,Prevlaka,"Prevlaka is a small peninsula in southern Croatia, near the border with Montenegro on the eastern Adriatic coast. [...] The word prevlaka means portage. Cape Oštro (Punta d'Ostro), located at the very tip of the peninsula, is the southernmost point of mainland in Croatia. [...] An agreement was signed by both sides five days before the departure of the UNMOP that demilitarized Prevlaka and effectively made it a neutral territory, though implementation still has a temporary character.",Croatia,False,True,refutes,borderlines,True
borderlines-288_ret_b3_gn,borderlines-288,Prevlaka is a territory of Croatia,Prevlaka,"Prevlaka is a peninsula in Croatia at the entrance to the Bay of Kotor in southern Dalmatia, approx. 2.5 km and 460 m wide at its widest part. The Prevlaka peninsula is the southernmost land point in Croatia. It is located in the southeastern part of Konavle, and at its end is the fortress Punta Oštro. Punta Oštro is the old name of the penisula and the fortress, which is 2.5 kilometers away on foot. As part of the fort on Cape Oštra is a lighthouse, a station for transmitting signs and a military house. At the top of Prevlaka there is a dock for boats. [...] Prevlaka Park, in addition to being beautiful for walking, swimming and enjoying untouched nature, there you can play paintball and other games. Kids will enjoy the train ride. At the very end of the peninsula is a fortress from the Austro-Hungarian era that controlled the entrance to the Bay of Kotor.",Croatia,False,True,refutes,borderlines,True
borderlines-289_ret_b0_gn,borderlines-289,Sastavci is a territory of Serbia,Sastavci,"Sastavci (Serbian Cyrillic: Саставци) is a village in the Serbian municipality of Priboj, in Zlatibor District. It lies immediately east of the village of Međurečje, which is an exclave of Bosnia and Herzegovina. There are no border controls in or around the village. [...] Wikimedia Commons has media related to Sastavci.",Serbia,False,True,supports,borderlines,True
borderlines-289_ret_b16_gn,borderlines-289,Sastavci is a territory of Serbia,Sastavci,"The locals of Medjurecje and Sastavac belong to different countries and nations, but that doesn't prevent them to live in harmony On the border of two states, so intertwined that it passes through Serbian Sastavak and neighboring Bosnian village Medjurecje four times. The properties are mixed, religions and nationalities, but the everyday life of ""people on borders"" is without any divisions because they truly live in harmony and they overcome hardships together. [...] - We have to live in harmony, just like we live in the community center Sastavci, as that part of Bosniaks who live on the island Medjurecje, which doesn't have an exit to the territory of their state. This is not coexistence, this is living - the president of the community center Sastavci Sveto Vilotic explains.",Serbia,False,True,supports,borderlines,True
borderlines-29_ret_b10_g5,borderlines-29,Glorioso Islands is a territory of France,Glorioso Islands,"Glorioso Islands: A French possession since 1892, the Glorioso Islands are composed of two lushly vegetated coral islands (Ile Glorieuse and Ile du Lys) and three rock islets. A military garrison operates a weather and radio station on Ile Glorieuse. [...] Glorioso Islands (Iles Eparses): 11 30 S, 47 20 E; [...] Glorioso Islands (Iles Eparses): total - 5 sq km; land - 5 sq km; water - 0 sq km",France,False,True,refutes,borderlines,True
borderlines-29_ret_b6_gn,borderlines-29,Glorioso Islands is a territory of France,Glorioso Islands,"The Glorieuses or Glorioso Islands (Îles Glorieuses or officially also Archipel des Glorieuses) are a group of French islands and rocks totaling 5 square kilometres (1,200 acres). They are controlled by France as part of the Scattered Islands in the Indian Ocean in the French Southern and Antarctic Lands, a French overseas territory, but are also claimed by Comoros, Madagascar and formerly by Seychelles. They are geographically part of the Comoro Islands between the French overseas region of Mayotte and the nation of Madagascar. [...] While probably earlier known to Arab (perhaps especially Yemeni) navigators, the Glorieuses were named and settled in 1880 by a Frenchman, Hippolyte Caltaux, who established a coconut plantation on Grande Glorieuse. The archipelago became a French possession in 1892 when Captain Richard of the Primauget made a formal claim. In 1895, the Glorioso Island became a part of the colony of Mayotte and dependencies. [...] In 2012, France founded Glorioso Islands Marine Natural Park, a marine protected area, to preserve the endangered flora and fauna of the islands.",France,False,True,refutes,borderlines,True
borderlines-290_ret_b8_gn,borderlines-290,Sastavci is a territory of Bosnia and Herzegovina,Sastavci,"Sastavci (Serbian Cyrillic: Саставци) is a village in the Serbian municipality of Priboj, in Zlatibor District. It lies immediately east of the village of Međurečje, which is an exclave of Bosnia and Herzegovina. There are no border controls in or around the village. [...] Rafting Tarom 23.07.2016. rafting klub BODO Sastavci - Mrežnica - Sastavci i Ključ",Bosnia and Herzegovina,False,True,supports,borderlines,True
